Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Autosampler model]	Parameter Value[Column model 1]	Parameter Value[Column type 1]	Parameter Value[Guard column]	Parameter Value[Column model 2]	Parameter Value[Column type 2]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
plasma_ssa_087	Extraction	Dilution of 1:140	None	plasma_ssa_087	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_087	FILES/RAW_FILES/plasma_ssa_087.d.zip	Data transformation	plasma_ssa_087		Metabolite identification	plasma_ssa_087	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_088	Extraction	Dilution of 1:140	None	plasma_ssa_088	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_088	FILES/RAW_FILES/plasma_ssa_088.d.zip	Data transformation	plasma_ssa_088		Metabolite identification	plasma_ssa_088	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_089	Extraction	Dilution of 1:140	None	plasma_ssa_089	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_089	FILES/RAW_FILES/plasma_ssa_089.d.zip	Data transformation	plasma_ssa_089		Metabolite identification	plasma_ssa_089	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_091	Extraction	Dilution of 1:140	None	plasma_ssa_091	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_091	FILES/RAW_FILES/plasma_ssa_091.d.zip	Data transformation	plasma_ssa_091		Metabolite identification	plasma_ssa_091	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_175repeat	Extraction	Dilution of 1:140	None	plasma_ssa_175repeat	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_175repeat	FILES/RAW_FILES/plasma_ssa_175repeat.d.zip	Data transformation	plasma_ssa_175repeat		Metabolite identification	plasma_ssa_175repeat	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_176repeat	Extraction	Dilution of 1:140	None	plasma_ssa_176repeat	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_176repeat	FILES/RAW_FILES/plasma_ssa_176repeat.d.zip	Data transformation	plasma_ssa_176repeat		Metabolite identification	plasma_ssa_176repeat	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_177	Extraction	Dilution of 1:140	None	plasma_ssa_177	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_177	FILES/RAW_FILES/plasma_ssa_177.d.zip	Data transformation	plasma_ssa_177		Metabolite identification	plasma_ssa_177	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_179	Extraction	Dilution of 1:140	None	plasma_ssa_179	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_179	FILES/RAW_FILES/plasma_ssa_179.d.zip	Data transformation	plasma_ssa_179		Metabolite identification	plasma_ssa_179	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_180	Extraction	Dilution of 1:140	None	plasma_ssa_180	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_180	FILES/RAW_FILES/plasma_ssa_180.d.zip	Data transformation	plasma_ssa_180		Metabolite identification	plasma_ssa_180	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_195	Extraction	Dilution of 1:140	None	plasma_ssa_195	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_195	FILES/RAW_FILES/plasma_ssa_195.d.zip	Data transformation	plasma_ssa_195		Metabolite identification	plasma_ssa_195	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_196	Extraction	Dilution of 1:140	None	plasma_ssa_196	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_196	FILES/RAW_FILES/plasma_ssa_196.d.zip	Data transformation	plasma_ssa_196		Metabolite identification	plasma_ssa_196	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_197	Extraction	Dilution of 1:140	None	plasma_ssa_197	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_197	FILES/RAW_FILES/plasma_ssa_197.d.zip	Data transformation	plasma_ssa_197		Metabolite identification	plasma_ssa_197	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_198	Extraction	Dilution of 1:140	None	plasma_ssa_198	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_198	FILES/RAW_FILES/plasma_ssa_198.d.zip	Data transformation	plasma_ssa_198		Metabolite identification	plasma_ssa_198	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_199	Extraction	Dilution of 1:140	None	plasma_ssa_199	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_199	FILES/RAW_FILES/plasma_ssa_199.d.zip	Data transformation	plasma_ssa_199		Metabolite identification	plasma_ssa_199	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_202	Extraction	Dilution of 1:140	None	plasma_ssa_202	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_202	FILES/RAW_FILES/plasma_ssa_202.d.zip	Data transformation	plasma_ssa_202		Metabolite identification	plasma_ssa_202	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_205	Extraction	Dilution of 1:140	None	plasma_ssa_205	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_205	FILES/RAW_FILES/plasma_ssa_205.d.zip	Data transformation	plasma_ssa_205		Metabolite identification	plasma_ssa_205	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_206	Extraction	Dilution of 1:140	None	plasma_ssa_206	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_206	FILES/RAW_FILES/plasma_ssa_206.d.zip	Data transformation	plasma_ssa_206		Metabolite identification	plasma_ssa_206	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_210	Extraction	Dilution of 1:140	None	plasma_ssa_210	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_210	FILES/RAW_FILES/plasma_ssa_210.d.zip	Data transformation	plasma_ssa_210		Metabolite identification	plasma_ssa_210	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_214	Extraction	Dilution of 1:140	None	plasma_ssa_214	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_214	FILES/RAW_FILES/plasma_ssa_214.d.zip	Data transformation	plasma_ssa_214		Metabolite identification	plasma_ssa_214	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_219	Extraction	Dilution of 1:140	None	plasma_ssa_219	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_219	FILES/RAW_FILES/plasma_ssa_219.d.zip	Data transformation	plasma_ssa_219		Metabolite identification	plasma_ssa_219	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_220	Extraction	Dilution of 1:140	None	plasma_ssa_220	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_220	FILES/RAW_FILES/plasma_ssa_220.d.zip	Data transformation	plasma_ssa_220		Metabolite identification	plasma_ssa_220	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_221	Extraction	Dilution of 1:140	None	plasma_ssa_221	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_221	FILES/RAW_FILES/plasma_ssa_221.d.zip	Data transformation	plasma_ssa_221		Metabolite identification	plasma_ssa_221	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_245	Extraction	Dilution of 1:140	None	plasma_ssa_245	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_245	FILES/RAW_FILES/plasma_ssa_245.d.zip	Data transformation	plasma_ssa_245		Metabolite identification	plasma_ssa_245	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_252	Extraction	Dilution of 1:140	None	plasma_ssa_252	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_252	FILES/RAW_FILES/plasma_ssa_252.d.zip	Data transformation	plasma_ssa_252		Metabolite identification	plasma_ssa_252	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_254	Extraction	Dilution of 1:140	None	plasma_ssa_254	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_254	FILES/RAW_FILES/plasma_ssa_254.d.zip	Data transformation	plasma_ssa_254		Metabolite identification	plasma_ssa_254	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_259	Extraction	Dilution of 1:140	None	plasma_ssa_259	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_259	FILES/RAW_FILES/plasma_ssa_259.d.zip	Data transformation	plasma_ssa_259		Metabolite identification	plasma_ssa_259	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_crp_76	Extraction	Dilution of 1:140	None	plasma_crp_76	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_crp_76	FILES/RAW_FILES/plasma_crp_76.d.zip	Data transformation	plasma_crp_76		Metabolite identification	plasma_crp_76	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_001	Extraction	Dilution of 1:140	None	plasma_ssa_001	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_001	FILES/RAW_FILES/plasma_ssa_001.d.zip	Data transformation	plasma_ssa_001		Metabolite identification	plasma_ssa_001	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_002	Extraction	Dilution of 1:140	None	plasma_ssa_002	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_002	FILES/RAW_FILES/plasma_ssa_002.d.zip	Data transformation	plasma_ssa_002		Metabolite identification	plasma_ssa_002	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_003	Extraction	Dilution of 1:140	None	plasma_ssa_003	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_003	FILES/RAW_FILES/plasma_ssa_003.d.zip	Data transformation	plasma_ssa_003		Metabolite identification	plasma_ssa_003	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_004	Extraction	Dilution of 1:140	None	plasma_ssa_004	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_004	FILES/RAW_FILES/plasma_ssa_004.d.zip	Data transformation	plasma_ssa_004		Metabolite identification	plasma_ssa_004	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_005	Extraction	Dilution of 1:140	None	plasma_ssa_005	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_005	FILES/RAW_FILES/plasma_ssa_005.d.zip	Data transformation	plasma_ssa_005		Metabolite identification	plasma_ssa_005	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_006	Extraction	Dilution of 1:140	None	plasma_ssa_006	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_006	FILES/RAW_FILES/plasma_ssa_006.d.zip	Data transformation	plasma_ssa_006		Metabolite identification	plasma_ssa_006	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_007	Extraction	Dilution of 1:140	None	plasma_ssa_007	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_007	FILES/RAW_FILES/plasma_ssa_007.d.zip	Data transformation	plasma_ssa_007		Metabolite identification	plasma_ssa_007	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_008	Extraction	Dilution of 1:140	None	plasma_ssa_008	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_008	FILES/RAW_FILES/plasma_ssa_008.d.zip	Data transformation	plasma_ssa_008		Metabolite identification	plasma_ssa_008	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_009	Extraction	Dilution of 1:140	None	plasma_ssa_009	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_009	FILES/RAW_FILES/plasma_ssa_009.d.zip	Data transformation	plasma_ssa_009		Metabolite identification	plasma_ssa_009	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
plasma_ssa_010	Extraction	Dilution of 1:140	None	plasma_ssa_010	Chromatography	Agilent 1290 Infinity 2D-LC			Agilent 1290 Infinity Autosampler	Hypercarb Porous Graphitic Carbon (3 µm, 3 mm x 50 mm; Thermo Scientific)	reverse phase		XBridge BEH C18 (2.5 µm, 2.1 mm x 100 mm; Waters)	reverse phase					Mass spectrometry	positive	SRM	Agilent 6460 Triple Quadrupole			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	triple quadrupole			plasma_ssa_010	FILES/RAW_FILES/plasma_ssa_010.d.zip	Data transformation	plasma_ssa_010		Metabolite identification	plasma_ssa_010	m_MTBLS6739_LCxLC-MS_pos_metabolite_profiling_v2_maf.tsv
